Condition,Item,ItemNum,List,Order,RT,Response,Run,SubjID,TrialNumber,TrialOnset,Unnamed: 11,Unnamed: 12
WCOMP,JUGGLING BALLS     WAVE,91,1,8,0,0,5,FED_20200130a_3T2,13,83,,
SCOMP,A WOMAN IS CARRYING A BOWL OF FRUIT ON HER HEAD,70,1,8,0,0,5,FED_20200130a_3T2,14,88,,
SCOMP,A LITTLE BOY IS HOLDING TWO LARGE CUCUMBERS,77,1,8,0,0,5,FED_20200130a_3T2,15,91,,
SCOMP,A MAN IS MEDITATING IN A PARK,80,1,8,0,0,5,FED_20200130a_3T2,16,94,,
SCOMP,A LITTLE GIRL IS JUMPING INTO A POOL,122,1,8,0,0,5,FED_20200130a_3T2,17,97,,
WPROD,hand_08s-fruit_05s-balls-272409_960_720-railing_05s.jpg,5,1,8,0,hjamd fruit ,5,FED_20200130a_3T2,18,102,,
WPROD,hole_09s-scissors_02s-noodle_12s.jpg,62,1,8,0,wimfowscfidediord,5,FED_20200130a_3T2,19,109,,
WPROD,bird_12s-apple_10s-skateboard_07s.jpg,23,1,8,0,gruot v,5,FED_20200130a_3T2,20,116,,
WPROD,eye_20s-shovel_09s.jpg,11,1,8,0,itdf eye vi9rf,5,FED_20200130a_3T2,21,123,,
EVSEM,6110845331.jpg,24,1,8,0,2,5,FED_20200130a_3T2,22,132,,
EVSEM,4772785237.jpg,25,1,8,0,2,5,FED_20200130a_3T2,23,135,,
EVSEM,4263999253.jpg,56,1,8,0,2,5,FED_20200130a_3T2,24,138,,
EVSEM,4121133646.jpg,45,1,8,0,1,5,FED_20200130a_3T2,25,141,,
FIX,+,0,1,8,0,0,5,FED_20200130a_3T2,26,144,,
EVSEM,6915574150.jpg,6,1,8,0,1,5,FED_20200130a_3T2,27,158,,
EVSEM,3672940355.jpg,12,1,8,0,2,5,FED_20200130a_3T2,28,161,,
EVSEM,4678843953.jpg,32,1,8,0,1,5,FED_20200130a_3T2,29,164,,
EVSEM,7579008108.jpg,53,1,8,0,2,5,FED_20200130a_3T2,30,167,,
WPROD,lawnmower_07s-sponge_11s.jpg,19,1,8,0,vsrt bbikc dsoasprs,5,FED_20200130a_3T2,31,172,,
WPROD,razor_03s-plant_09s-hair_04s.jpg,48,1,8,0,citrcitr psmt,5,FED_20200130a_3T2,32,179,,
WPROD,dish_11s-plant_09s-violin_12n-leaves-1721983_960_720.jpg,14,1,8,0,gjioyaart,5,FED_20200130a_3T2,33,186,,
WPROD,piano_11n-frisbee_11s-stair_16s-apple_10s.jpg,7,1,8,0,pioamo griot dyiasrtd,5,FED_20200130a_3T2,34,193,,
SCOMP,TWO OLDER MEN ARE WALKING ON THE BEACH,69,1,8,0,0,5,FED_20200130a_3T2,35,202,,
SCOMP,A MAN IS PAINTING A MURAL,126,1,8,0,0,5,FED_20200130a_3T2,36,205,,
SCOMP,A BABY IS CRYING,110,1,8,0,0,5,FED_20200130a_3T2,37,208,,
SCOMP,A WOMAN IS FISHING,125,1,8,0,0,5,FED_20200130a_3T2,38,211,,
WCOMP,TREE     CHECKERS     TREADMILL,76,1,8,0,0,5,FED_20200130a_3T2,39,216,,
WCOMP,WINDOW     SHOWER     CHALKBOARD,104,1,8,0,0,5,FED_20200130a_3T2,40,219,,
WCOMP,GIFT     HOLE,110,1,8,0,0,5,FED_20200130a_3T2,41,222,,
WCOMP,HULA HOOP     HOUSE PLANT     SPONGE     MAP,124,1,8,0,0,5,FED_20200130a_3T2,42,225,,
NPROD,VILGE    SNALP    SNYLE    SHRAFF,54,1,8,0,vilhe snalp sule shraff s,5,FED_20200130a_3T2,43,230,,
NPROD,PLOGUE    SCROOT    KNARP    SWEUTH,52,1,8,0,"pl;ihier sfvrtiooy kmas,",5,FED_20200130a_3T2,44,237,,
NPROD,SMISE    SPLEGG    SCROUN    GNOLT,29,1,8,0,0ise splegg svroiump,5,FED_20200130a_3T2,45,244,,
NPROD,PHRYBE    SPRELM    SPLURE    PRULGE,31,1,8,0,"jtime dp[rel;], ",5,FED_20200130a_3T2,46,251,,
SPROD,5840187633.jpg,35,1,8,0,".a, v;armoimg varttwom, ",5,FED_20200130a_3T2,47,260,,
SPROD,4621100791.jpg,5,1,8,0,rtedtomh,5,FED_20200130a_3T2,48,267,,
SPROD,4050265867.jpg,18,1,8,0,mnamt eawning,5,FED_20200130a_3T2,49,274,,
SPROD,6354735653.jpg,62,1,8,0,hou tekkimh ,5,FED_20200130a_3T2,50,281,,
FIX,+,0,1,8,0,0,5,FED_20200130a_3T2,51,288,,
FIX,+,0,1,9,0,0,4,FED_20200205c_3T2,1,0,,
EVSEM,3677329561.jpg,27,1,9,0,2,4,FED_20200205c_3T2,2,14,,
EVSEM,6721214117.jpg,41,1,9,0,1,4,FED_20200205c_3T2,3,17,,
EVSEM,6915574150.jpg,6,1,9,0,1,4,FED_20200205c_3T2,4,20,,
EVSEM,3665441862.jpg,43,1,9,0,2,4,FED_20200205c_3T2,5,23,,
SPROD,2667549961.jpg,10,1,9,0,A BABY IS REACHING FOR A WATER BOTTLE,4,FED_20200205c_3T2,6,28,,
SPROD,6596861005.jpg,17,1,9,0,A WOMAN IS READING A MAP,4,FED_20200205c_3T2,7,35,,
SPROD,7579008108.jpg,53,1,9,0,A MAN IS CLIFF DIVING,4,FED_20200205c_3T2,8,42,,
SPROD,4789495327.jpg,31,1,9,0,A WOMAN IS ON THE PHONE,4,FED_20200205c_3T2,9,49,,
NPROD,SPREETH    SHRADGE    PHRAW    PLONCH,4,1,9,0,SPREETH SHRADGE PHRAW PLONCH,4,FED_20200205c_3T2,10,58,,
NPROD,SMON    SPROE    PHLISH    SCROAT,8,1,9,0,SMON SPROE PHLISH SCROAT,4,FED_20200205c_3T2,11,65,,
NPROD,SMEAGUE    FLEPE    BLIEN    THRUTT,49,1,9,0,SMEAGUE FLEPE BLIEN THRUTT,4,FED_20200205c_3T2,12,72,,
NPROD,SCRUSK    SPRIKE    FLARGE    TWUIFF,47,1,9,0,SCRUSK SPRIKE FLARGE GWUIFF,4,FED_20200205c_3T2,13,79,,
WCOMP,SIDEWALK     FRISBEE     VACUUM     HARP,89,1,9,0,0,4,FED_20200205c_3T2,14,88,,
WCOMP,HARP     STRAWBERRY     SAND,127,1,9,0,0,4,FED_20200205c_3T2,15,91,,
WCOMP,FRUIT     PUPPY,123,1,9,0,0,4,FED_20200205c_3T2,16,94,,
WCOMP,ROLLERSKATES     EYE     MOUNTAIN,77,1,9,0,0,4,FED_20200205c_3T2,17,97,,
SCOMP,A MAN IS JUGGLING THREE BALLS,88,1,9,0,0,4,FED_20200205c_3T2,18,102,,
SCOMP,A MAN IS SHAVING HIS FACE,101,1,9,0,0,4,FED_20200205c_3T2,19,105,,
SCOMP,A YOUNG CHILD IS EATING AN APPLE,108,1,9,0,0,4,FED_20200205c_3T2,20,108,,
SCOMP,A WOMAN IS BLOWING LEAVES WITH A LEAF BLOWER,107,1,9,0,0,4,FED_20200205c_3T2,21,111,,
WPROD,couch_18n-bowl_08s-swimming_pool_18s-swing_set_03s.jpg,46,1,9,0,COUCH BOWL SWIMMING POOL SWING,4,FED_20200205c_3T2,22,116,,
WPROD,pipe1_12s-chalk_13s-dishwasher_07s-hairbrush_01b.jpg,49,1,9,0,INSTRUMENT CHALK DISHWASHER BRUSH,4,FED_20200205c_3T2,23,123,,
WPROD,piano_11n-frisbee_11s-stair_16s-apple_10s.jpg,7,1,9,0,PIANO FRISBEE STAIRS APPLE,4,FED_20200205c_3T2,24,130,,
WPROD,wood_05s-tooth_09s-dandelion_14s.jpg,33,1,9,0,WOOD TEETH DANDELION,4,FED_20200205c_3T2,25,137,,
FIX,+,0,1,9,0,0,4,FED_20200205c_3T2,26,144,,
WPROD,cucumber_07s-guitar_12s-brush_05s.jpg,3,1,9,0,CUCUMBER GUITAR BRUSH,4,FED_20200205c_3T2,27,158,,
WPROD,broom_04s-hurdle-812853_960_720-background-3062011_960_720-cellphone_13s.jpg,35,1,9,0,BROOM HURDLE BGEACH CELL PHONE,4,FED_20200205c_3T2,28,165,,
WPROD,boot_13s-pillow_13n-telescope_03n.jpg,36,1,9,0,BOOTS PILLOW TELESCOPE,4,FED_20200205c_3T2,29,172,,
WPROD,noodle_12s-toothbrush_08s-book_08s-grass-220465_960_720.jpg,58,1,9,0,SPAGHETTI TOOTHBRUSH BOOK YARD,4,FED_20200205c_3T2,30,179,,
SCOMP,A MAN IS PLAYING THE SAXOPHONE,85,1,9,0,0,4,FED_20200205c_3T2,31,188,,
SCOMP,A MAN IS SMOKING A PIPE,73,1,9,0,0,4,FED_20200205c_3T2,32,191,,
SCOMP,A WOMAN IS SMILING,90,1,9,0,0,4,FED_20200205c_3T2,33,194,,
SCOMP,A LITTLE GIRL IS SMELLING A FLOWER,124,1,9,0,0,4,FED_20200205c_3T2,34,197,,
WCOMP,TREE     CHECKERS     TREADMILL,76,1,9,0,0,4,FED_20200205c_3T2,35,202,,
WCOMP,CARDS     CAMERA,67,1,9,0,0,4,FED_20200205c_3T2,36,205,,
WCOMP,BEACH     POOL TABLE     GROCERY BAG     MAP,78,1,9,0,0,4,FED_20200205c_3T2,37,208,,
WCOMP,TOOTH     SHOE,79,1,9,0,0,4,FED_20200205c_3T2,38,211,,
NPROD,PHRYBE    SPRELM    SPLURE    PRULGE,31,1,9,0,PHRYBE SPRELM SPLURE PRULGE,4,FED_20200205c_3T2,39,216,,
NPROD,PROAT    SMAWN    SQUARK    TWAG,50,1,9,0,PROAT SMAWN SQUARK TWAG,4,FED_20200205c_3T2,40,223,,
NPROD,ZOOTH    GLANC    PHLOURGE    PHLIDGE,41,1,9,0,ZOOTH GLANC PHLOUGGE PHLIDGE,4,FED_20200205c_3T2,41,230,,
NPROD,THOFF    SNITH    FROOP    PHIMP,28,1,9,0,THOFF SNITH FROOP PHIMP,4,FED_20200205c_3T2,42,237,,
SPROD,4050265867.jpg,18,1,9,0,A BABY IS YAWNING,4,FED_20200205c_3T2,43,246,,
SPROD,5669914204.jpg,13,1,9,0,A YOUNG BOY IS LOOKING OUT OF A TELESCOPE,4,FED_20200205c_3T2,44,253,,
SPROD,5534793306.jpg,48,1,9,0,A MAN IS PAINTING,4,FED_20200205c_3T2,45,260,,
SPROD,4704668708.jpg,15,1,9,0,A BOY IS OPENING A GIFT,4,FED_20200205c_3T2,46,267,,
EVSEM,7579008108.jpg,53,1,9,0,2,4,FED_20200205c_3T2,47,276,,
EVSEM,1414454789.jpg,61,1,9,0,1,4,FED_20200205c_3T2,48,279,,
EVSEM,4607606901.jpg,3,1,9,0,2,4,FED_20200205c_3T2,49,282,,
EVSEM,6939434967.jpg,55,1,9,0,2,4,FED_20200205c_3T2,50,285,,
FIX,+,0,1,9,0,0,4,FED_20200205c_3T2,51,288,,
FIX,+,0,1,5,0,0,2,FED_20200130b_3T2,1,0,,
WCOMP,SNAIL     ICE CREAM     GUITAR,68,1,5,0,0,2,FED_20200130b_3T2,2,14,,
WCOMP,DISHRACK     HULA HOOP     SNOW     NEWSPAPER,90,1,5,0,0,2,FED_20200130b_3T2,3,17,,
WCOMP,SCISSORS     CASTLE     BENCH,117,1,5,0,0,2,FED_20200130b_3T2,4,20,,
WCOMP,JUMPROPE     BOOK     BABY     FLOWER,80,1,5,0,0,2,FED_20200130b_3T2,5,23,,
NPROD,DWURB    SMULT    ZOUTE    DREALT,46,1,5,0,swurb smult oute drealt ,2,FED_20200130b_3T2,6,28,,
NPROD,SPREUTH    PHLAISE    SWIRGE    SHROD,20,1,5,0,spreuth phlaise swirge shrod ,2,FED_20200130b_3T2,7,35,,
NPROD,GLERK    JUTH    RHALP    SHRIECE,39,1,5,0,glerk juth rhalp shriece ,2,FED_20200130b_3T2,8,42,,
NPROD,BLORCE    STROFF    THREPE    THORGE,63,1,5,0,blorce stroff threpe thorge ,2,FED_20200130b_3T2,9,49,,
SPROD,4607606901.jpg,3,1,5,0,girl petting deer ,2,FED_20200130b_3T2,10,58,,
SPROD,4585839343.jpg,44,1,5,0,blowing dandelions ,2,FED_20200130b_3T2,11,65,,
SPROD,6939434967.jpg,55,1,5,0,jumnping rope ,2,FED_20200130b_3T2,12,72,,
SPROD,4855357158.jpg,23,1,5,0,portageing a canoe ,2,FED_20200130b_3T2,13,79,,
EVSEM,6110845331.jpg,24,1,5,0,1,2,FED_20200130b_3T2,14,88,,
EVSEM,6237339784.jpg,30,1,5,0,2,2,FED_20200130b_3T2,15,91,,
EVSEM,6939434967.jpg,55,1,5,0,2,2,FED_20200130b_3T2,16,94,,
EVSEM,5669914204.jpg,13,1,5,0,0,2,FED_20200130b_3T2,17,97,,
WPROD,shopping_cart_07s-piano_11n-crayon_17s.jpg,41,1,5,0,piano cart crayola ,2,FED_20200130b_3T2,18,102,,
WPROD,wood_05s-tooth_09s-dandelion_14s.jpg,33,1,5,0,teeth wood dandelion ,2,FED_20200130b_3T2,19,109,,
WPROD,chair_09s-cocktail_01b-deer_06s.jpg,60,1,5,0,deer martini chair ,2,FED_20200130b_3T2,20,116,,
WPROD,ball_05s-trampoline_14s-pillow_13n-violin_12n.jpg,37,1,5,0,ball trampoline ciiolin pillow,2,FED_20200130b_3T2,21,123,,
SCOMP,A BOY IS PLAYING THE PIANO,116,1,5,0,0,2,FED_20200130b_3T2,22,132,,
SCOMP,A MAN IS PLAYING THE SAXOPHONE,85,1,5,0,0,2,FED_20200130b_3T2,23,135,,
SCOMP,A WOMAN IS CARRYING A BOWL OF FRUIT ON HER HEAD,70,1,5,0,0,2,FED_20200130b_3T2,24,138,,
SCOMP,A GIRL IS PLAYING THE VIOLIN,112,1,5,0,0,2,FED_20200130b_3T2,25,141,,
FIX,+,0,1,5,0,0,2,FED_20200130b_3T2,26,144,,
SCOMP,A LITTLE GIRL IS SMELLING A FLOWER,124,1,5,0,0,2,FED_20200130b_3T2,27,158,,
SCOMP,A MAN IS CHOPPING WOOD,94,1,5,0,0,2,FED_20200130b_3T2,28,161,,
SCOMP,A GROUP OF PEOPLE ARE PLAYING POKER,66,1,5,0,0,2,FED_20200130b_3T2,29,164,,
SCOMP,A MAN IS DIGGING A HOLE,67,1,5,0,0,2,FED_20200130b_3T2,30,167,,
WPROD,bird_12s-apple_10s-skateboard_07s.jpg,23,1,5,0,apple hummingbird board ,2,FED_20200130b_3T2,31,172,,
WPROD,canoe_12s-train_set_07s-dog_01b.jpg,18,1,5,0,canoe train collie ,2,FED_20200130b_3T2,32,179,,
WPROD,castle-2462133_960_720-paintbrush_10s-strawberry_04n.jpg,13,1,5,0,castle brush strawberry ,2,FED_20200130b_3T2,33,186,,
WPROD,horse_15s-telescope_03n-shopping_cart_07s.jpg,32,1,5,0,horse telescope cart ,2,FED_20200130b_3T2,34,193,,
EVSEM,5840187633.jpg,35,1,5,0,1,2,FED_20200130b_3T2,35,202,,
EVSEM,6681702227.jpg,33,1,5,0,1,2,FED_20200130b_3T2,36,205,,
EVSEM,4704668708.jpg,15,1,5,0,2,2,FED_20200130b_3T2,37,208,,
EVSEM,4696829163.jpg,54,1,5,0,2,2,FED_20200130b_3T2,38,211,,
SPROD,6110845331.jpg,24,1,5,0,drawing ,2,FED_20200130b_3T2,39,216,,
SPROD,35268263.jpg,60,1,5,0,sewing ,2,FED_20200130b_3T2,40,223,,
SPROD,4678843953.jpg,32,1,5,0,throwing azees,2,FED_20200130b_3T2,41,230,,
SPROD,29850055.jpg,50,1,5,0, playing in the sand ,2,FED_20200130b_3T2,42,237,,
NPROD,DWIKE    SKEAVE    SPLOME    TRALSE,62,1,5,0,dwike skeace splome tralse ,2,FED_20200130b_3T2,43,246,,
NPROD,THWUIP    WHULP    FROLVE    YERB,16,1,5,0,thwiop whulp frolve yerb ,2,FED_20200130b_3T2,44,253,,
NPROD,THWOQUE    SMESH    PHLIEVE    THWEMP,25,1,5,0,thwoque smesh phlieve thwemp ,2,FED_20200130b_3T2,45,260,,
NPROD,SWOILE    PRESH    DWESH    SKABE,35,1,5,0,swoile presh sdesh skabe ,2,FED_20200130b_3T2,46,267,,
WCOMP,ICE CREAM     JUMPROPE     HOUSE PLANT,98,1,5,0,0,2,FED_20200130b_3T2,47,276,,
WCOMP,PIPE     CANOE,120,1,5,0,0,2,FED_20200130b_3T2,48,279,,
WCOMP,ROLLERSKATES     EYE     MOUNTAIN,77,1,5,0,0,2,FED_20200130b_3T2,49,282,,
WCOMP,WINDOW     SHOWER     CHALKBOARD,104,1,5,0,0,2,FED_20200130b_3T2,50,285,,
FIX,+,0,1,5,0,0,2,FED_20200130b_3T2,51,288,,
FIX,+,0,2,6,0,0,6,FED_20191120c_3T2,1,0,,
NPROD,THRILT    PROIL    VODGE    SPLOOGE,48,2,6,0,][oqwer][rpo; vdge splooge,6,FED_20191120c_3T2,2,14,,
NPROD,KILCH    PHROOSE    WHALSE    THRARCE,1,2,6,0,kkilch phroose whalse thrarce,6,FED_20191120c_3T2,3,21,,
NPROD,PLISC    SNULT    THUTCH    GWERF,43,2,6,0,plisc snult thutch gwerf,6,FED_20191120c_3T2,4,28,,
NPROD,SPREETH    SHRADGE    PHRAW    PLONCH,4,2,6,0,sreeth shradge p[rhaw ploc,6,FED_20191120c_3T2,5,35,,
SPROD,4786057236.jpg,78,2,6,0,a man is playing according,6,FED_20191120c_3T2,6,44,,
SPROD,4597303045.jpg,73,2,6,0,a kid is vaping on the beach,6,FED_20191120c_3T2,7,51,,
SPROD,104669470.jpg,70,2,6,0,an woman is walking with a head ,6,FED_20191120c_3T2,8,58,,
SPROD,7348289414.jpg,108,2,6,0,kiddo eating an apple,6,FED_20191120c_3T2,9,65,,
EVSEM,5293561716.jpg,116,2,6,0,1,6,FED_20191120c_3T2,10,74,,
EVSEM,4322110026.jpg,101,2,6,0,1,6,FED_20191120c_3T2,11,77,,
EVSEM,6552971469.jpg,102,2,6,0,1,6,FED_20191120c_3T2,12,80,,
EVSEM,5283494184.jpg,107,2,6,0,2,6,FED_20191120c_3T2,13,83,,
WPROD,bubble_01b-hand_04s-canoe_12s.jpg,83,2,6,0,bubble hand canp,6,FED_20191120c_3T2,14,88,,
WPROD,leaves-1721983_960_720-pipe1_12s-column_12s.jpg,71,2,6,0,leaves pipe pillar,6,FED_20191120c_3T2,15,95,,
WPROD,bottle_06s-iron_04s-card_06s-hand_08s.jpg,65,2,6,0,bottle cards hands iron,6,FED_20191120c_3T2,16,102,,
WPROD,dishwasher_07s-hula_hoop_10s-snow_04s-newspapers-1412940_960_720.jpg,90,2,6,0,dish washer hula hoop snow newspaper,6,FED_20191120c_3T2,17,109,,
SCOMP,TWO GIRLS ARE WASHING A DOG,27,2,6,0,0,6,FED_20191120c_3T2,18,118,,
SCOMP,A WOMAN IS RIDING A HORSE,57,2,6,0,0,6,FED_20191120c_3T2,19,121,,
SCOMP,A WOMAN IS TALKING ON A CELL PHONE,31,2,6,0,0,6,FED_20191120c_3T2,20,124,,
SCOMP,A WOMAN IS BLOWING ON A DANDELION,44,2,6,0,0,6,FED_20191120c_3T2,21,127,,
WCOMP,SHOWER     MOUNTAIN     PILLOW,50,2,6,0,0,6,FED_20191120c_3T2,22,132,,
WCOMP,FRUIT     BOWLING BALL,63,2,6,0,0,6,FED_20191120c_3T2,23,135,,
WCOMP,CANOE     TOY TRAIN     DOG,18,2,6,0,0,6,FED_20191120c_3T2,24,138,,
WCOMP,CHALK     STAIRS     FISH,40,2,6,0,0,6,FED_20191120c_3T2,25,141,,
FIX,+,0,2,6,0,0,6,FED_20191120c_3T2,26,144,,
WCOMP,CASTLE     PAINTBRUSH     STRAWBERRY,13,2,6,0,0,6,FED_20191120c_3T2,27,158,,
WCOMP,PIPE     CHALK     DISHRACK     HAIRBRUSH,49,2,6,0,0,6,FED_20191120c_3T2,28,161,,
WCOMP,HAND     ROCK     TREADMILL     BROOM,15,2,6,0,0,6,FED_20191120c_3T2,29,164,,
WCOMP,BROOM     HURDLE     BEACH     CELLPHONE,35,2,6,0,0,6,FED_20191120c_3T2,30,167,,
SCOMP,A MAN IS MOWING THE LAWN,29,2,6,0,0,6,FED_20191120c_3T2,31,172,,
SCOMP,A WOMAN IS BLOWDRYING HER HAIR,40,2,6,0,0,6,FED_20191120c_3T2,32,175,,
SCOMP,A BARTENDER IS POURING A DRINK,21,2,6,0,0,6,FED_20191120c_3T2,33,178,,
SCOMP,A MAN IS PAINTING A COLUMN,48,2,6,0,0,6,FED_20191120c_3T2,34,181,,
WPROD,book_08s-wood_05s-ball_05s-saxophone_09s.jpg,94,2,6,0,a book awod,6,FED_20191120c_3T2,35,186,,
WPROD,shoe_09s-telescope_03n-noodle_12s-skateboard_07s.jpg,100,2,6,0,shoes telescope noodles skatebopard,6,FED_20191120c_3T2,36,193,,
WPROD,dandelion_14s-book_08s-snail_01b-gift_02s.jpg,88,2,6,0,dandelion book snail present0,6,FED_20191120c_3T2,37,200,,
WPROD,train_set_07s-accordion_12s-chicken2_07s.jpg,73,2,6,0,train acordion chicken,6,FED_20191120c_3T2,38,207,,
EVSEM,5505219003.jpg,128,2,6,0,1,6,FED_20191120c_3T2,39,216,,
EVSEM,281706216.jpg,67,2,6,0,2,6,FED_20191120c_3T2,40,219,,
EVSEM,3719712280.jpg,98,2,6,0,2,6,FED_20191120c_3T2,41,222,,
EVSEM,7773991560.jpg,83,2,6,0,1,6,FED_20191120c_3T2,42,225,,
SPROD,41105465.jpg,80,2,6,0,"aa m,an doing yoga",6,FED_20191120c_3T2,43,230,,
SPROD,4548039526.jpg,69,2,6,0,two men beaching,6,FED_20191120c_3T2,44,237,,
SPROD,7773991560.jpg,83,2,6,0,a boy playing pool,6,FED_20191120c_3T2,45,244,,
SPROD,7742281954.jpg,85,2,6,0,a man playing sacophone,6,FED_20191120c_3T2,46,251,,
NPROD,SWOILE    PRESH    DWESH    SKABE,35,2,6,0,swoile presh dwesh skabe,6,FED_20191120c_3T2,47,260,,
NPROD,SPLYBE    RHUNGE    VIFF    SPLIEVE,57,2,6,0,splybe rhunge viff dspleive,6,FED_20191120c_3T2,48,267,,
NPROD,SPLUNCH    SPLEAT    THERGE    DRELT,44,2,6,0,splunch spleat therge drelt,6,FED_20191120c_3T2,49,274,,
NPROD,PHROAL    GLETT    BLEZ    SWEACH,15,2,6,0,p[121111111111111111111111l glett blez sweach,6,FED_20191120c_3T2,50,281,,
FIX,+,0,2,6,0,0,6,FED_20191120c_3T2,51,288,,
FIX,+,0,1,11,0,0,2,FED_20200205c_3T2,1,0,,
SCOMP,TWO BOYS ARE JUMPING ON A TRAMPOLINE,106,1,11,0,0,2,FED_20200205c_3T2,2,14,,
SCOMP,A WOMAN IS GROOMING A HORSE,114,1,11,0,0,2,FED_20200205c_3T2,3,17,,
SCOMP,A MAN IS PAINTING A MURAL,126,1,11,0,0,2,FED_20200205c_3T2,4,20,,
SCOMP,A WOMAN IS SITTING ON THE SUBWAY,81,1,11,0,0,2,FED_20200205c_3T2,5,23,,
WPROD,saxophone_09s-train_set_07s-hairbrush_01b.jpg,59,1,11,0,SAXOPHONE TRAIN BRUSH,2,FED_20200205c_3T2,6,28,,
WPROD,hairdryer_09s-cucumber_07s-suitcase_01b-broom_04s.jpg,2,1,11,0,HAIR DRYER CUCUMBER BAG BROOM,2,FED_20200205c_3T2,7,35,,
WPROD,dish_11s-plant_09s-violin_12n-leaves-1721983_960_720.jpg,14,1,11,0,DISHES PLANT VIOLIJN SCRAP,2,FED_20200205c_3T2,8,42,,
WPROD,bird_12s-apple_10s-skateboard_07s.jpg,23,1,11,0,BIRD APPLE SKATEBOARD,2,FED_20200205c_3T2,9,49,,
EVSEM,6225280494.jpg,9,1,11,0,2,2,FED_20200205c_3T2,10,58,,
EVSEM,6053720349.jpg,11,1,11,0,1,2,FED_20200205c_3T2,11,61,,
EVSEM,3818278154.jpg,39,1,11,0,2,2,FED_20200205c_3T2,12,64,,
EVSEM,4621100791.jpg,5,1,11,0,2,2,FED_20200205c_3T2,13,67,,
SPROD,35268263.jpg,60,1,11,0,A WOMAN IS SWING,2,FED_20200205c_3T2,14,72,,
SPROD,4263999253.jpg,56,1,11,0,A GIRL IS PLOWING THE SNOW,2,FED_20200205c_3T2,15,79,,
SPROD,6918285809.jpg,21,1,11,0,A MAN IS BARTENDING,2,FED_20200205c_3T2,16,86,,
SPROD,7188003.jpg,51,1,11,0,A MAN IS SKIING DOWN A SLOPE,2,FED_20200205c_3T2,17,93,,
NPROD,DWURB    SMULT    ZOUTE    DREALT,46,1,11,0,DWURB SMULT ZOUTE DREALT,2,FED_20200205c_3T2,18,102,,
NPROD,TWACK    GWURP    TWONT    SPRATH,7,1,11,0,TWACK GWURP TWONT SPRATH,2,FED_20200205c_3T2,19,109,,
NPROD,PHLOUL    THRAB    TWARSE    TWAUN,18,1,11,0,PHLOUL THRAB TWARSE TWAUN,2,FED_20200205c_3T2,20,116,,
NPROD,SWULGE    FLOMP    SPLYNCH    SPREP,30,1,11,0,SWULGE FLOMP SPLYNCH SPREP,2,FED_20200205c_3T2,21,123,,
WCOMP,SNAIL     ICE CREAM     GUITAR,68,1,11,0,0,2,FED_20200205c_3T2,22,132,,
WCOMP,ACCORDION     LADDER     APPLE,84,1,11,0,0,2,FED_20200205c_3T2,23,135,,
WCOMP,BOOT     CHECKERS     TELESCOPE,85,1,11,0,0,2,FED_20200205c_3T2,24,138,,
WCOMP,GIFT     HOLE,110,1,11,0,0,2,FED_20200205c_3T2,25,141,,
FIX,+,0,1,11,0,0,2,FED_20200205c_3T2,26,144,,
WCOMP,HURDLE     BRUSH     NEWSPAPER,87,1,11,0,0,2,FED_20200205c_3T2,27,158,,
WCOMP,CHALKBOARD     DOLLS,102,1,11,0,0,2,FED_20200205c_3T2,28,161,,
WCOMP,FLUTE     SIDEWALK     COCKTAIL     RAILING,108,1,11,0,0,2,FED_20200205c_3T2,29,164,,
WCOMP,FLOWER     TRAIN,99,1,11,0,0,2,FED_20200205c_3T2,30,167,,
NPROD,BLORQUE    GHIMP    PHRAUCE    TRUME,55,1,11,0,BLORQUE GHIMP PHRAUCE TRUME,2,FED_20200205c_3T2,31,172,,
NPROD,PHROAL    GLETT    BLEZ    SWEACH,15,1,11,0,PHROAL GLETT BLEZ SWEACH,2,FED_20200205c_3T2,32,179,,
NPROD,BLUIN    STRALF    TWUM    THRULCH,38,1,11,0,BLUIN STRALF TWUM THRULCH,2,FED_20200205c_3T2,33,186,,
NPROD,JALP    THWOOVE    SPRUSP    SCRILE,40,1,11,0,JALP THWOOOVE SPRUSP SCRILE,2,FED_20200205c_3T2,34,193,,
SPROD,7380263314.jpg,1,1,11,0,A GIRL IS MAKING A SAND CASTLE,2,FED_20200205c_3T2,35,202,,
SPROD,4585839343.jpg,44,1,11,0,A WOMAN IS BLOWING DENDELIONS,2,FED_20200205c_3T2,36,209,,
SPROD,7995263133.jpg,64,1,11,0,A BOY IS SLEEPING,2,FED_20200205c_3T2,37,216,,
SPROD,3818278154.jpg,39,1,11,0,A GROUP OF PEOPLE ARE YOGAING AT THE BHEACH,2,FED_20200205c_3T2,38,223,,
EVSEM,2667549961.jpg,10,1,11,0,1,2,FED_20200205c_3T2,39,232,,
EVSEM,5194023863.jpg,28,1,11,0,1,2,FED_20200205c_3T2,40,235,,
EVSEM,7995263133.jpg,64,1,11,0,1,2,FED_20200205c_3T2,41,238,,
EVSEM,6354735653.jpg,62,1,11,0,2,2,FED_20200205c_3T2,42,241,,
WPROD,saxophone_09s-couch_18n-jump_rope_05s-grass-220465_960_720.jpg,4,1,11,0,SAXOPHONE COUCH JUMPROPE YARD ,2,FED_20200205c_3T2,43,246,,
WPROD,bowling_ball_08s-tree_12s-lipstick_03s.jpg,64,1,11,0,BOWLING BALL TREE LIPSTICK,2,FED_20200205c_3T2,44,253,,
